origin_country,destination_country,field_of_study,year_of_enrollment,scholarship_received,enrollment_reason,graduation_year,gpa_or_score,visa_status,post_graduation_visa,language_proficiency_test,test_score,placement_status
UK,UAE,Engineering,-0.05124261010659123,No,Higher Ranking,-0.8187966769483574,2.1790229845871756,Tier 4,OPT,PTE,-0.12974282597253126,0
South Africa,India,Law,0.8654611520073385,Yes,Job Opportunities,-0.02767445684142152,0.45302539408482967,F1,OPT,None,-2.496330964290362,0
South Africa,Ireland,Engineering,0.8525519178185499,No,Quality of Life,0.7812718382761096,-1.7901769226940514,Tier 4,OPT,IELTS,0.18155868443736228,1
Germany,South Africa,Natural Sciences,-0.15453624057918702,Yes,Political Stability,0.7682680011420524,1.6940627607060996,Student Visa,Blue Card,Duolingo,1.0910529867907284,0
UAE,Russia,Social Sciences,-0.04654537456145135,No,Scholarship,-0.7695342822880442,1.6706969035734494,F1,Work Permit,IELTS,0.46090473372666924,1
UK,Finland,Social Sciences,-0.9174571642686252,No,Political Stability,-1.6270538642927235,-0.5830784045889601,Study Permit,Post-Study Visa,Duolingo,1.0478406710283223,1
UK,Ireland,Medicine,0.8323338522028275,No,Political Stability,1.4961456850600299,1.0105641646527088,Schengen Student Visa,PSW,Duolingo,-0.010553868630341693,0
USA,Germany,Arts,-1.8961232816855957,No,Quality of Life,-0.8564931243122648,-0.48329499749843063,J1,Blue Card,Duolingo,-0.12159460580210735,1
Canada,USA,Medicine,-0.8899163094219877,No,Job Opportunities,-0.010787480177162145,1.2148225088406184,F1,Post-Study Visa,Duolingo,0.8760238000149765,0
Canada,UAE,Engineering,-0.9719197173173992,Yes,Higher Ranking,-0.8065307759905114,1.2589837960791028,Study Permit,Blue Card,TOEFL,0.25444697566110275,1
Germany,Canada,Social Sciences,1.8231047161911482,Yes,Quality of Life,0.8177208051881878,0.16792645229550052,Tier 4,PSW,IELTS,0.007508663988442479,1
Ireland,Germany,Engineering,0.08599460587132951,No,Political Stability,-0.8162777623802373,0.14087707184754877,Schengen Student Visa,OPT,None,-2.4963432881403413,0
Finland,South Africa,Social Sciences,1.0292704199822489,No,Job Opportunities,-0.07340573857507156,-0.05500806845857986,F1,OPT,PTE,0.20321751071156968,1
Canada,USA,Computer Science,0.832274255603019,Yes,Political Stability,0.7700028053347302,1.3236985643948584,Schengen Student Visa,OPT,IELTS,0.7266531985766137,0
UK,Canada,Business,1.8692609247688323,No,Quality of Life,1.5479251845138382,-0.5803112181020363,Student Visa,Post-Study Visa,None,-2.550056837593334,0
UK,India,Social Sciences,1.8089909591239464,No,Higher Ranking,2.367301348003987,0.485386634735348,F1,Work Permit,Duolingo,1.1955981800081679,1
India,UK,Law,-1.8628200167164841,No,Quality of Life,-0.8285140325577395,-1.5285625792148407,Schengen Student Visa,OPT,Duolingo,0.0058887791306732745,1
USA,Ireland,Engineering,1.7418683933324015,Yes,Higher Ranking,2.342841829823112,1.8681213092353008,F1,Post-Study Visa,None,-2.521213760215684,0
Russia,India,Natural Sciences,0.9320073978449787,Yes,Quality of Life,-0.03825192361283562,-1.2667929901179746,Study Permit,Blue Card,PTE,-0.04425858765559339,0
Russia,Ireland,Natural Sciences,-1.9094452924840355,No,Quality of Life,-0.824158469904194,-0.3816492661527781,Study Permit,PSW,None,-2.438018839180878,1
Russia,Finland,Arts,-1.8229580585622653,Yes,Job Opportunities,-2.3184969597261453,-1.150900945344181,Student Visa,PSW,None,-2.513575615648805,1
India,Finland,Medicine,0.05967224791662453,Yes,Scholarship,-0.8312527562433909,-1.8987836455549967,J1,PSW,Duolingo,0.30143269883584645,0
South Africa,UAE,Arts,1.7177714931693024,No,Scholarship,1.5227855842335742,1.2357142685840299,Study Permit,Post-Study Visa,TOEFL,1.285516544609822,1
Russia,UK,Arts,-0.9806771650892865,No,Higher Ranking,-0.15538041117904106,-0.7248897735879932,Study Permit,PSW,IELTS,-0.3079412567742532,1
USA,Russia,Law,1.7947927898493354,Yes,Quality of Life,0.7867063369978532,1.4308051571806608,Schengen Student Visa,OPT,TOEFL,1.203403144237065,1
UK,Germany,Business,1.891389283114536,No,Quality of Life,2.371325798840561,-2.0293660959251834,Tier 4,Post-Study Visa,IELTS,0.5913895263653091,0
UAE,Ireland,Social Sciences,0.8502183325162093,No,Job Opportunities,1.5722763025510758,-0.025807616512242365,Tier 4,Blue Card,Duolingo,-0.16784560878731755,1
Germany,Finland,Arts,-0.9429403314863596,Yes,Higher Ranking,-0.0327190608313448,-0.04401223923965352,Tier 4,Post-Study Visa,TOEFL,0.3542368595080648,0
Ireland,Finland,Computer Science,0.8433609799995727,No,Scholarship,0.7723991282245124,0.5957622479117989,J1,Post-Study Visa,TOEFL,-2.4815132091870993,1
Canada,Germany,Engineering,1.8399806857660703,No,Higher Ranking,1.503806225592165,-1.4403592453081024,J1,Post-Study Visa,None,-2.3916665049467967,0
Finland,Russia,Medicine,0.07362306779935132,Yes,Political Stability,0.016746277656186265,-1.6317956580208157,F1,Work Permit,PTE,-0.09135878051602084,1
South Africa,South Africa,Engineering,0.9464033161894823,No,Higher Ranking,1.5006527784155628,1.6766729883146119,Study Permit,OPT,None,-2.494333299604496,0
UAE,UK,Arts,-1.0143707900632641,No,Political Stability,-0.0015609305994831839,-2.1914942614859196,F1,PSW,Duolingo,1.3826623113522132,0
UK,Ireland,Arts,-0.9424835993412354,No,Job Opportunities,-1.5849482723993482,-0.033175812759996176,J1,OPT,TOEFL,0.7113971623989579,1
UK,India,Natural Sciences,1.8289779885364121,Yes,Scholarship,2.3172445144552327,1.5504615142767197,Study Permit,Post-Study Visa,IELTS,1.3601804144212621,1
India,India,Medicine,0.9085447250122963,Yes,Higher Ranking,0.7256629854121998,-0.863992505925276,Schengen Student Visa,OPT,None,0.7097166539900573,0
Ireland,India,Natural Sciences,1.7977700274753174,Yes,Political Stability,1.4884786183841745,-0.2380388430868865,Schengen Student Visa,Work Permit,PTE,0.009434334503730105,0
South Africa,UK,Law,1.8513294184886335,No,Higher Ranking,2.362073227325403,-1.2167002305514905,Study Permit,Post-Study Visa,PTE,0.7941191220860626,1
Canada,South Africa,Natural Sciences,-0.065374205290697,No,Scholarship,-0.013671524111945353,-0.5515342919763273,Student Visa,Post-Study Visa,PTE,1.2908371495236266,0
UK,Germany,Engineering,-0.9746809366831423,No,Political Stability,0.009220432034281002,2.1016002496684703,J1,OPT,PTE,-0.12341846827783284,1
India,Germany,Engineering,0.9832912073033968,No,Job Opportunities,0.7259325855281898,-0.7929880862212374,F1,OPT,IELTS,0.16859454409983096,0
USA,UAE,Medicine,0.98259324811327,Yes,Higher Ranking,-0.05883000517174808,2.2568111887827897,F1,Blue Card,Duolingo,-0.09446794761687677,1
UK,UAE,Law,1.8108692109884603,Yes,Higher Ranking,0.7171453243357669,-0.13888452919593702,Schengen Student Visa,PSW,Duolingo,0.9621015371050211,0
Canada,UK,Law,0.04120706377636753,Yes,Quality of Life,0.8212272054281955,1.2520850414371705,J1,OPT,PTE,-0.2387385851883843,0
Canada,Finland,Computer Science,-0.8746453578614964,Yes,Quality of Life,-0.8084613231629588,1.1312322974097606,Student Visa,Work Permit,PTE,1.1624453071437404,1
UAE,Ireland,Medicine,-1.8982519964437403,Yes,Higher Ranking,-0.8129418334094952,-2.0099211538708683,J1,Work Permit,PTE,1.2262917458305473,1
Russia,South Africa,Natural Sciences,0.0337479838655488,No,Political Stability,0.7419050751205637,-1.378955102717357,J1,Work Permit,None,0.6094831713788621,0
UAE,Ireland,Natural Sciences,-0.07221992525714714,No,Higher Ranking,-0.1193261009306952,-0.26318591871314656,Schengen Student Visa,Work Permit,Duolingo,0.3966021441782624,0
India,Russia,Law,-0.9065626510427534,No,Scholarship,-0.042465384677923976,-0.026608112857198593,J1,OPT,TOEFL,1.22424561280476,0
Canada,Russia,Social Sciences,-0.8659084734797614,Yes,Higher Ranking,0.0036563396690170065,-0.8605847210297003,Schengen Student Visa,Work Permit,PTE,0.4982594353418254,0
South Africa,Russia,Law,1.804844505525971,Yes,Quality of Life,0.7448464769837557,-1.1821649696241638,Study Permit,Work Permit,TOEFL,-0.18699157730062352,1
Russia,UK,Engineering,1.8795820822175524,No,Scholarship,1.5684315941208857,-0.8677765634467423,Study Permit,PSW,None,-2.4945993726846196,1
UAE,South Africa,Medicine,-1.8729477968115527,Yes,Political Stability,-2.338117851910639,0.0313787851937992,F1,Work Permit,Duolingo,-2.4370080277808137,0
Canada,USA,Medicine,-0.04731297311928547,Yes,Higher Ranking,-0.011206770503938234,-0.6513117585071206,Student Visa,Work Permit,Duolingo,1.0869839953123497,1
Russia,Germany,Law,0.9662729838682254,Yes,Political Stability,0.8434823394466485,-2.1334143930492555,Tier 4,Post-Study Visa,PTE,-0.19284697470458378,1
Canada,Finland,Computer Science,-0.9107043494422701,Yes,Quality of Life,-0.8808485934484198,2.304962818370818,F1,Post-Study Visa,None,-0.0068211997555610165,1
South Africa,Ireland,Natural Sciences,-0.8112710563708967,Yes,Scholarship,-1.6156728211142992,-1.1276292839448292,Student Visa,PSW,None,-2.4753133627329214,1
Canada,Finland,Business,0.8415694615161295,No,Higher Ranking,-0.01987530569228856,-0.6973852166868239,F1,Work Permit,IELTS,1.330406427852832,0
India,India,Computer Science,1.808363064431241,Yes,Quality of Life,2.4589950391044884,-1.411292039588249,Study Permit,Blue Card,None,-0.13671694010197227,0
Germany,UK,Arts,1.7827370997120497,No,Political Stability,0.8699194476668755,1.657310256035235,Student Visa,PSW,None,0.4957900213271787,0
Germany,Russia,Law,0.911942967982559,Yes,Scholarship,1.5890244672733573,1.6978854156862464,Student Visa,Post-Study Visa,TOEFL,0.17905758025144927,1
Canada,UK,Social Sciences,-1.8293760268384012,No,Quality of Life,-1.6194565857816854,-0.06299872772041568,Schengen Student Visa,Post-Study Visa,IELTS,0.36487641650785974,1
Russia,Ireland,Arts,-1.8154770213186127,No,Job Opportunities,-2.312765487197561,-1.6066349559344861,Schengen Student Visa,Work Permit,IELTS,1.2763548425814923,1
UAE,UAE,Natural Sciences,-1.8821528116805233,No,Scholarship,-2.4233394754942528,-0.28809722340444116,Schengen Student Visa,Work Permit,Duolingo,0.04734533350762219,0
USA,UAE,Computer Science,-1.7994218227820222,No,Job Opportunities,-1.5284958664997508,-0.5990842971450828,Tier 4,Blue Card,IELTS,1.2536914582634575,0
Russia,UK,Engineering,0.005723945776337782,Yes,Job Opportunities,0.045766454165080905,-1.2666910899313342,Tier 4,Blue Card,TOEFL,1.4164781969161533,1
Germany,UK,Social Sciences,0.024621549097557607,No,Higher Ranking,-0.8353682145657794,0.735916917567269,Schengen Student Visa,Work Permit,None,-2.507344231500503,0
UAE,USA,Natural Sciences,0.018658087933448635,No,Political Stability,0.10141101818591232,0.37262346595399837,F1,Work Permit,TOEFL,-2.468457661727223,0
UAE,Finland,Engineering,-1.8712809866290268,No,Higher Ranking,-1.6014070045881919,-1.1390777343018716,Study Permit,Blue Card,Duolingo,0.1885968157825013,1
UK,South Africa,Social Sciences,-0.9659834830190209,Yes,Quality of Life,-1.553703841833996,-1.1758611890701405,Student Visa,OPT,None,-0.0334208713520008,0
Germany,USA,Social Sciences,-0.9743834938767506,Yes,Higher Ranking,-0.022651335279437104,-1.5862855190487033,Schengen Student Visa,PSW,TOEFL,0.8257070352148397,0
Germany,India,Arts,0.8447816455160242,Yes,Political Stability,-0.025317126330555002,-0.7701912278911178,J1,OPT,TOEFL,-0.07749915940145544,1
Russia,India,Law,-1.8350742354732505,Yes,Higher Ranking,-2.376232205378627,1.1848286437957485,Schengen Student Visa,Blue Card,TOEFL,1.181853426926331,1
Ireland,South Africa,Arts,-1.894844253387623,No,Higher Ranking,-0.6977124308405194,-1.734511829626415,Schengen Student Visa,Work Permit,PTE,1.3759187726562467,1
USA,UK,Social Sciences,1.7229643613748684,Yes,Quality of Life,0.8081649633707129,-1.3230926243227843,J1,PSW,Duolingo,-0.09348059350407291,0
Germany,Germany,Natural Sciences,-0.9666041764062744,No,Higher Ranking,-0.0703204559601383,0.23160538954399248,J1,Blue Card,Duolingo,0.877830128103967,0
Ireland,Germany,Business,-0.8544027827565926,Yes,Higher Ranking,-1.5579254716336888,1.7491909368703673,Schengen Student Visa,Post-Study Visa,Duolingo,1.315997445768335,0
Russia,Finland,Social Sciences,1.809932552619701,Yes,Scholarship,1.5262946463515994,2.2900373876088427,Study Permit,Work Permit,PTE,0.4221773343942262,1
Canada,Ireland,Law,-1.783378195263978,No,Higher Ranking,-0.7286460222202602,-0.7380682348681366,Schengen Student Visa,OPT,None,-2.455403648385798,0
UK,USA,Social Sciences,1.7777353423506477,No,Quality of Life,2.295326691001192,-2.0388646517772417,Study Permit,PSW,PTE,0.15990730931464028,0
UAE,Russia,Law,-0.9135191060817812,No,Scholarship,-1.5933388568796851,1.111464431546176,Student Visa,Blue Card,Duolingo,0.721959648697536,0
Canada,Russia,Arts,-0.9807938708922588,No,Political Stability,-1.5846959377115934,-1.6305077126245697,Schengen Student Visa,Post-Study Visa,IELTS,0.44005387199935486,0
USA,Germany,Business,-0.9953017408852771,Yes,Scholarship,-1.6910121803655846,-1.2694223319742493,Study Permit,Work Permit,Duolingo,0.4324298953266783,0
South Africa,USA,Natural Sciences,-0.8691694874932533,No,Higher Ranking,-1.5979361693608072,1.9763326661753822,Study Permit,Blue Card,Duolingo,0.6221614249163652,1
India,USA,Social Sciences,1.829985235039184,Yes,Quality of Life,1.5445604724489346,1.8235990193552472,J1,OPT,None,-2.52734807120071,1
Ireland,Finland,Medicine,-1.9093207435787758,No,Job Opportunities,-2.3104782290727552,-1.0971523201178204,Student Visa,Post-Study Visa,Duolingo,-0.2583377829867632,1
South Africa,UAE,Computer Science,1.9167034273780708,Yes,Job Opportunities,0.7639681660422133,2.0803982191684165,Study Permit,Blue Card,None,0.758187483256144,1
India,Finland,Medicine,1.7083120063689412,No,Quality of Life,1.5657273922732986,-0.08213793603865117,Study Permit,Blue Card,None,1.5014779062348622,0
Germany,Canada,Arts,0.03734835637248318,Yes,Scholarship,-0.8774084292298475,-1.4572673834431062,J1,OPT,TOEFL,0.7615822149724589,1
India,Canada,Law,1.7321634464377693,Yes,Quality of Life,1.5042878393750743,-1.899369074445336,Tier 4,Work Permit,IELTS,0.07385899634114312,0
South Africa,UK,Business,1.7585923947091553,Yes,Job Opportunities,1.5901253087007015,0.32133896820475966,F1,Blue Card,IELTS,0.1006588008418964,1
Canada,South Africa,Law,0.8696894139680656,Yes,Political Stability,-0.04496089051658059,0.948993109231275,J1,PSW,PTE,-0.036482454631571515,0
Ireland,India,Medicine,0.1059986631888056,Yes,Higher Ranking,0.7707408022419634,1.9530048341820996,F1,Work Permit,PTE,0.20975761249722133,0
UK,Ireland,Law,0.8537579801277493,Yes,Higher Ranking,-0.08540233553823783,0.1806962638066068,Schengen Student Visa,Blue Card,Duolingo,-2.5133402264928018,0
Canada,South Africa,Natural Sciences,-0.011700100910314846,No,Higher Ranking,0.02515451301161521,0.023582972293201804,Schengen Student Visa,Work Permit,Duolingo,0.11020441701839154,0
Canada,UK,Medicine,-0.8447032588913259,No,Political Stability,-1.5668839124039846,-0.03372759213559521,Student Visa,Work Permit,Duolingo,0.5225791075112292,0
UK,Ireland,Natural Sciences,-0.9311960888785583,Yes,Quality of Life,-0.7629583477402624,-1.6352385841552235,Tier 4,Work Permit,None,0.6676162851219078,1
Finland,Canada,Social Sciences,-0.8877690714878119,Yes,Higher Ranking,-0.837072135298044,2.145995054284157,Study Permit,Work Permit,Duolingo,0.2911650420409035,1
Russia,Finland,Engineering,-0.9663736247819477,No,Scholarship,-1.571642252217045,0.29882064368142325,Study Permit,Blue Card,TOEFL,0.9647371760713583,0
India,UK,Business,-0.9127234896891638,Yes,Political Stability,-0.01090876566117825,2.255470684953607,Schengen Student Visa,PSW,Duolingo,1.2147537497235426,1
UAE,India,Computer Science,-0.8726112803507999,Yes,Political Stability,-0.7971027663729462,-0.9253370727725616,Study Permit,Work Permit,IELTS,0.6312788602136125,0
Russia,South Africa,Computer Science,1.8740974259062184,Yes,Quality of Life,1.563953749976464,-0.5256886090915762,Schengen Student Visa,Blue Card,TOEFL,0.14543581538962258,0
Canada,Russia,Arts,-0.036295813703645874,Yes,Higher Ranking,-0.6718724112602544,-0.3721619709023673,Tier 4,PSW,Duolingo,1.043157931674468,1
UK,Germany,Business,1.7886184190284993,Yes,Job Opportunities,0.7662421266155739,0.2070044059837161,Study Permit,PSW,IELTS,1.058555382220797,1
USA,India,Computer Science,1.8705242924435594,No,Job Opportunities,2.2559126741170368,0.7379644918179241,F1,Work Permit,TOEFL,1.3563133248457322,1
USA,Canada,Social Sciences,1.8609040641757484,No,Higher Ranking,2.321114153456003,1.912915300378183,F1,PSW,IELTS,0.36743679425356685,1
India,Germany,Engineering,0.9469918219277323,No,Job Opportunities,0.7295676818313428,-0.5052587561179013,Study Permit,Blue Card,Duolingo,-0.05546105415768239,0
UAE,UK,Law,1.8164709514849626,Yes,Political Stability,1.403209668324403,1.0177306103437689,Study Permit,PSW,PTE,-2.4118899941576446,0
USA,UK,Engineering,-1.7615865758243556,No,Job Opportunities,-0.8802708820384184,-1.3756557438174914,Study Permit,Post-Study Visa,None,-2.4672784987270964,0
UAE,Canada,Business,-0.08125653030354749,No,Scholarship,-0.027932746650155868,0.3486576993989147,Study Permit,OPT,IELTS,1.363813542559512,1
South Africa,UK,Computer Science,-0.018848139893892234,Yes,Quality of Life,-0.7593912153163501,1.3686516907370623,F1,Post-Study Visa,IELTS,1.4086724664082986,0
Canada,India,Natural Sciences,0.8815228180929133,Yes,Political Stability,0.7823846507911402,-1.6891856573704553,J1,Post-Study Visa,Duolingo,1.507384791916118,0
Finland,UK,Law,1.8813738423683768,No,Scholarship,1.5523936885182004,-0.8463591814907612,Student Visa,Work Permit,None,-2.427637317054518,1
Finland,Germany,Law,-1.8037968024713742,No,Higher Ranking,-1.506230947341845,0.5530133835176178,Study Permit,OPT,PTE,1.1048762642777954,0
USA,India,Computer Science,-0.9847811592788107,No,Scholarship,-0.7021195315267145,-1.4813723101157685,F1,Blue Card,IELTS,0.39651536705518003,1
Canada,Germany,Business,-1.7933166206852118,Yes,Scholarship,-2.3326630448412877,0.13467375079365385,F1,Blue Card,Duolingo,0.03312950350654008,1
Finland,UAE,Engineering,-0.014115579679670929,No,Quality of Life,-0.011535501506882206,0.17261462313720516,J1,Blue Card,Duolingo,-0.25345945248894347,0
UAE,South Africa,Engineering,1.76082936922852,No,Higher Ranking,1.4612499551505234,-0.5004825956506946,Schengen Student Visa,Work Permit,None,0.7090971905812256,1
Russia,India,Social Sciences,-0.9384344148726368,Yes,Quality of Life,-1.5990108590520473,-1.4265103376971493,F1,Work Permit,None,0.9406841801551311,1
UK,Ireland,Medicine,1.8002263791046158,No,Job Opportunities,0.7498826965711222,-1.5278389732601436,Study Permit,Blue Card,TOEFL,-0.19415677868845463,0
Germany,Finland,Computer Science,-1.8123087850808146,Yes,Job Opportunities,-0.7567204949329605,-0.3623882037804204,F1,Blue Card,None,-2.490083032769636,1
Finland,India,Engineering,-0.9242135967282826,No,Higher Ranking,-0.12697442352049007,1.0106612670993211,Student Visa,PSW,TOEFL,0.7866757641452785,0
